district,min_similarity,max_similarity,similarity_range,most_similar
CA-45,0.07164942428240444,0.28144136156577987,0.20979193728337542,CA-48,IL-06,CA-39,IL-14,NJ-11,NJ-07,TX-07,VA-07,WA-08,MN-03,OH-01,GA-06,CA-49,GA-07,VA-02,TX-24,VA-10,MO-02,MI-11,WA-03,TX-10,NC-02,VA-05,CA-42,FL-16
CA-46,0.12182259899132011,0.4639699242677267,0.34214732527640657,CA-32,CA-33,VA-11,CA-30,AZ-03,MS-02,TX-16,MN-04,MD-08,MD-03,TX-35,MA-04,NY-17,FL-05,NJ-12,CT-01,CA-15,FL-23,IL-09,MD-02,CA-27,MD-05,NJ-01,NY-06,OR-01
CA-47,0.08484904242241047,0.27868496550764993,0.19383592308523945,CA-41,CA-53,IL-11,MD-08,WA-02,MD-03,CA-27,IN-07,RI-01,TX-34,CO-02,IL-08,CA-16,CT-04,OR-01,FL-23,MN-04,TX-35,MD-02,NV-01,NJ-01,CA-26,CA-09,CT-01,MA-03
CA-48,0.07164942428240444,0.24479215673709812,0.1731427324546937,CA-45,IL-14,IL-06,NJ-11,VA-07,NJ-07,TX-07,OH-01,CA-39,WA-08,GA-06,GA-07,TX-24,MO-02,TX-10,NC-02,CA-42,WA-03,MN-03,VA-02,VA-05,FL-16,NM-02,MI-11,MI-03
CA-49,0.12434524518452647,0.3201364240445001,0.19579117885997363,VA-10,FL-07,NJ-07,NJ-05,CA-10,MN-03,NV-03,MN-02,CA-45,CA-39,CA-48,IL-06,TX-23,CO-06,MI-11,NJ-11,WA-08,TX-07,VA-07,AZ-02,CA-07,IL-14,NE-02,NC-13,IA-03
CA-50,0.13492957422299975,0.24573453155793964,0.11080495733493989,TX-02,AZ-05,TX-31,WI-05,AZ-06,TX-22,IN-05,FL-19,CA-22,NE-01,FL-03,NC-03,MO-02,GA-07,NJ-04,MI-02,CO-04,CA-42,FL-08,TX-10,TX-24,TX-27,TX-25,OH-12,GA-06
CA-51,0.05770892478637943,0.32019882885482265,0.2624899040684432,WA-09,CA-11,CA-18,CO-01,CA-06,VA-08,IL-05,CA-02,OH-03,WI-02,IL-09,MN-05,NC-01,TX-18,MD-07,NC-04,NC-12,CA-38,IL-01,NJ-09,MD-04,CA-15,CA-20,MD-05,TX-33
CA-52,0.1118953082126324,0.34220217708249595,0.23030686886986357,CA-26,CA-24,WA-01,CT-04,IL-08,CA-09,AZ-09,CA-03,CA-16,MD-06,IL-10,IL-11,FL-22,CA-07,CO-07,FL-09,WA-10,CO-02,TX-15,CA-36,MO-05,CT-05,OR-05,NV-04,NM-01
CA-53,0.06866236232463903,0.2894371088855056,0.2207747465608666,CA-27,CA-41,CA-47,MD-08,MD-03,TX-35,CA-38,NV-01,NJ-12,RI-01,MD-02,MD-05,MN-04,WA-02,IN-07,IL-09,TX-34,NJ-01,MA-03,CT-01,FL-05,FL-23,MI-12,WI-02,IL-11
CO-01,0.10685579067135292,0.32415348216547063,0.2172976914941177,IL-05,CA-11,CA-51,WA-09,VA-08,CA-18,OH-03,WI-02,CA-06,IL-09,NC-01,CA-02,NC-04,MN-05,NC-12,NJ-09,CA-38,MD-05,NJ-12,TX-35,CA-15,CA-20,TX-18,CA-27,MD-07
CO-02,0.12453340917199683,0.22067204172708427,0.09613863255508744,IL-08,IL-11,TX-15,OR-01,CA-09,WA-02,CA-16,MO-05,CT-04,CO-07,IN-07,TX-34,NM-03,FL-22,WA-10,NM-01,MD-06,CA-26,WA-01,CA-41,FL-23,WA-06,CA-03,CA-47,FL-09
CO-03,0.10329656335038448,0.19610563479920715,0.09280907144882267,VA-05,MI-03,MI-07,VA-07,FL-16,WA-05,FL-06,MI-06,MI-11,NC-13,MI-08,OH-01,WI-06,VA-01,NC-02,NC-08,OH-14,WA-03,NM-02,AR-02,NV-02,KY-06,MT-00,NC-06,TX-06
CO-04,0.12837079107024305,0.21768631100737576,0.08931551993713271,FL-19,FL-08,NC-03,MI-02,KS-04,SD-00,TX-27,WI-05,NE-01,FL-17,MO-06,MD-01,OH-02,FL-11,IN-05,NC-11,OH-05,AZ-05,TX-14,NC-10,IN-04,OH-04,KS-02,CA-50,TX-31
CO-05,0.17292501264999224,0.39255207377493256,0.21962706112494032,VA-06,AR-01,TX-17,SC-02,SC-04,SC-01,OH-07,TX-21,MS-03,CA-08,AR-04,GA-01,IL-16,VA-09,FL-12,TX-26,CA-23,KS-04,GA-11,NC-09,MD-01,OH-08,MI-04,ID-02,KY-02
CO-06,0.16459553456883333,0.3150668341796706,0.15047129961083724,CA-10,VA-10,AZ-02,TX-23,CA-07,NV-04,IA-03,FL-26,MN-02,CA-21,MN-03,NH-01,NV-03,CA-49,NJ-07,MI-11,NJ-05,NH-02,IA-01,NY-24,NE-02,WA-08,IL-13,NJ-03,AZ-01
CO-07,0.08464963083203614,0.23006681638167642,0.14541718554964028,WA-10,CA-03,WA-01,MD-06,MO-05,FL-09,CA-09,TX-15,FL-22,CO-02,IL-08,MA-09,WA-06,CA-24,DE-00,AZ-09,CT-05,CA-16,MI-09,GA-02,CA-26,IL-11,NM-03,CT-04,OR-05
CT-01,0.0717200111544888,0.2537991922760985,0.1820791811216097,MD-02,NJ-01,IN-07,TX-34,FL-05,CT-03,MD-03,MN-04,NV-01,NJ-06,FL-23,OR-01,MI-12,WA-02,MD-08,TX-35,NJ-12,CA-41,MA-03,RI-01,ME-01,MD-05,TN-05,CO-02,NM-03
CT-02,0.1257583396836965,0.32292389196217736,0.19716555227848084,MI-09,RI-02,OR-04,DE-00,MA-09,MI-05,GA-02,WA-06,KY-03,FL-09,ME-01,MO-05,TX-15,CO-07,WA-10,IL-17,NM-03,TN-05,OR-05,NJ-06,NY-20,CT-03,CT-05,NY-03,FL-22
CT-03,0.1565076036491518,0.2781117940685005,0.1216041904193487,CT-01,NJ-06,MD-02,FL-05,OH-13,MI-12,TX-34,MI-05,NJ-01,MA-03,RI-02,TN-05,OH-09,KY-03,WA-02,ME-01,NM-03,IN-07,GA-02,OR-01,MI-09,DE-00,NV-01,MD-03,NY-20
CT-04,0.10730778163767983,0.25574768816159404,0.1484399065239142,IL-11,CA-26,IL-08,TX-15,CA-16,MD-06,CA-09,CO-02,FL-22,CA-52,AZ-09,CA-03,FL-09,MO-05,WA-01,CA-24,OR-01,WA-10,CO-07,TX-34,WA-02,CA-47,TN-05,GA-02,CA-41
CT-05,0.1321993570332322,0.29623136228292907,0.16403200524969686,NH-02,OR-05,NV-04,AZ-01,NY-03,CA-03,CO-07,IA-02,CA-36,IL-17,OR-04,CA-07,NH-01,WA-10,MD-06,WA-01,FL-09,TX-23,AZ-09,MA-09,FL-22,NY-18,MO-05,TX-15,MI-09
