district,white,black,hispanic,asian,age,income,education,density
LA-03,0.7082492902677979,0.370860462812952,0.02721956716728997,0.026748369075643822,0.29304029304029316,0.28415039963509325,0.30336131065143057,0.0014656674688964372
AL-03,0.7110140591889026,0.38511746542835873,0.019446901074007383,0.028324518772147353,0.38095238095238104,0.24203062314047874,0.3921213355765595,0.001222036293694147
MS-01,0.702776917488804,0.4137545163377149,0.02190107067676053,0.012569706296295165,0.35531135531135527,0.23885842240029856,0.3894732609634386,0.0009369239704872426
VARIANCE,0.05132224764710225,-0.23420210853272372,0.10875122508425085,-0.03765813645095213,0.46153846153846195,-0.2553103262390761,-0.3093208748630544,-0.003742025609016106

CA-01,0.8074016032879716,0.020073895143850693,0.1235791224379859,0.050027122469103576,0.5457875457875458,0.2797756652809886,0.6194200908388983,0.00031722397752206974
OR-05,0.7901656507893822,0.01288254555616479,0.15472686281210615,0.048894863251770136,0.42124542124542136,0.38227092252988193,0.629413654315486,0.0020293293666857454
OR-04,0.8816998543715074,0.010088011628169063,0.06569985771101951,0.04231346883761449,0.5018315018315018,0.2547505261084561,0.6071275670408485,0.0005846258342472354
WA-06,0.8080896477730175,0.05041899279067535,0.06355600056663685,0.07474497992970155,0.5238095238095238,0.39060572447466907,0.6612639269846742,0.0013091075473176713
WA-03,0.8478985360663549,0.019866074945192654,0.08051916025882097,0.0589729100204021,0.43589743589743596,0.3818044224210319,0.5975255355477759,0.0010076801416276406
OR-02,0.8394378830982556,0.007447181792431424,0.12479692721049858,0.016431375061337867,0.5201465201465201,0.27759866477302175,0.5440453874603933,0.00013433638899882651
VARIANCE,-0.13028355565865957,-0.0003333309933798122,0.12859680363084744,0.008778015244691725,0.3260073260073262,-0.2881519339021179,0.05772438284531345,-0.0034789593912667705

CA-02,0.744470598655621,0.020118975238563458,0.1663523918952499,0.06810396594232711,0.5824175824175825,0.47222251018525235,0.7509195625322144,0.0007180219752363168
AZ-06,0.7570333535825817,0.03699445036371925,0.1565610832151551,0.08715271451066375,0.5164835164835164,0.4625296745902574,0.7867129771109573,0.016047497632261175
CA-04,0.7991033681105242,0.017590040195286233,0.12148867575723299,0.08897026025050561,0.6007326007326008,0.5125799529353223,0.7366825432018484,0.0007299557487923253
AZ-05,0.7454716623939691,0.04186741391912588,0.17056801039746183,0.0840957933742144,0.36996336996336987,0.5047116510993852,0.7342306591591607,0.03478809232168854
AZ-08,0.7253806443113537,0.06375926633400844,0.18653819298620955,0.06398712674777687,0.49816849816849806,0.4222966318692141,0.6589694807500338,0.01861104723598034
OR-01,0.752150228693605,0.022038832892280424,0.13544392449869203,0.13642337339253913,0.35531135531135527,0.4820501124783596,0.7372958299211189,0.0035663074783101054
VARIANCE,-0.056786263813928595,-0.08165512751160293,0.06116207262149795,-0.12010943856406422,0.5714285714285718,-0.023055472046276893,0.10070632251795264,-0.07015279054085088

CA-03,0.5040138182297224,0.0869109563703988,0.28662942229105715,0.20721886704545547,0.26007326007326,0.3972507593585105,0.546125578196197,0.0015428748524079412
IL-08,0.5447436574865975,0.06813084718329224,0.27605717147741377,0.24163033591956068,0.32234432234432236,0.48517047987311196,0.5676174240170571,0.04653735685004726
CA-42,0.4522940558603187,0.07601191348711646,0.37767657991881554,0.16875326112904004,0.26007326007326,0.5570529633123581,0.5620040332639988,0.010838051333329768
IL-11,0.5434644945964139,0.16485569883538617,0.26222972194540994,0.14158101617206637,0.27472527472527486,0.5157314203373314,0.59896743326136,0.034313076008036424
CA-05,0.5237985968561706,0.09154928475642136,0.27086860366571064,0.2025036329967595,0.44688644688644685,0.49414801530120356,0.6478580919853404,0.0055724224945172185
CA-25,0.4447055704097883,0.11345477766417927,0.37550628592089574,0.15132425644074168,0.29304029304029316,0.5620082311352539,0.583950797568157,0.0056663019101516774
VARIANCE,0.011062715939322842,-0.07944774007440147,-0.1291912514729599,0.1303018325691091,-0.2967032967032973,-0.6278573131667065,-0.22976988911492835,-0.09521283433404264

CA-04,0.7991033681105242,0.017590040195286233,0.12148867575723299,0.08897026025050561,0.6007326007326008,0.5125799529353223,0.7366825432018484,0.0007299557487923253
CA-02,0.744470598655621,0.020118975238563458,0.1663523918952499,0.06810396594232711,0.5824175824175825,0.47222251018525235,0.7509195625322144,0.0007180219752363168
AZ-06,0.7570333535825817,0.03699445036371925,0.1565610832151551,0.08715271451066375,0.5164835164835164,0.4625296745902574,0.7867129771109573,0.016047497632261175
WA-06,0.8080896477730175,0.05041899279067535,0.06355600056663685,0.07474497992970155,0.5238095238095238,0.39060572447466907,0.6612639269846742,0.0013091075473176713
MA-06,0.8595362537101561,0.04443677003394584,0.07663588693849344,0.07605551830105994,0.5421245421245421,0.6438219835584629,0.6778258366605293,0.01912006251395418
AZ-05,0.7454716623939691,0.04186741391912588,0.17056801039746183,0.0840957933742144,0.36996336996336987,0.5047116510993852,0.7342306591591607,0.03478809232168854
VARIANCE,0.08091532443727545,-0.1058864013695986,-0.02622999422683217,0.0546983291945613,0.4688644688644694,0.08900822076858472,0.07245975356170631,-0.06833300324649626

CA-05,0.5237985968561706,0.09154928475642136,0.27086860366571064,0.2025036329967595,0.44688644688644685,0.49414801530120356,0.6478580919853404,0.0055724224945172185
IL-10,0.6093515374871618,0.09841843312638993,0.21968932037455557,0.18908671024444818,0.3736263736263736,0.5663000321366741,0.6798505323534887,0.03175444866448567
NV-03,0.5963420774624725,0.10118576260559155,0.1629220764769159,0.2507188380754317,0.39926739926739935,0.4678892425074899,0.6671125445356791,0.0034483024249444597
