district,min_similarity,max_similarity,similarity_range,most_similar ⬅
CA-19,0.09973296847081209,0.2630613527534973,0.1633283842826852,CA-15,CA-43,CA-30,CA-20,WI-04,CA-05,OR-03,TX-33,CA-28,TX-18,NY-10,MD-07,CA-06,GA-04,WA-09,CA-51,CO-01,CA-02,MN-05,IL-01,MD-04,TX-16
CA-20,0.08403315565894212,0.22743936829405764,0.14340621263511552,TX-33,WI-04,CA-05,SC-06,CA-15,CA-28,OR-03,GA-04,CA-19,TX-16,NC-12,CA-06,CA-30,NC-01,WA-09,TX-18,CO-01,CA-51,MD-07,VA-03,MN-05,NC-04
CA-21,0.11650126608754087,0.24766023096169482,0.13115896487415396,MN-03,VA-10,CO-06,FL-26,CA-10,WA-08,AZ-02,CA-39,NJ-07,CA-49,IL-06,IA-03,CA-45,NJ-11,CA-07,FL-07,NJ-02,CA-48,VA-02,MN-02,NJ-03,IL-13
CA-22,0.06858870169350047,0.17486757847010972,0.10627887677660926,OH-12,NJ-04,IN-05,OH-02,OH-15,CA-50,OH-10,NE-01,WI-05,MI-02,TX-02,NC-03,FL-08,AZ-06,OR-02,WI-01,NM-02,FL-19,CO-04,NV-02,MO-02,OH-14
CA-23,0.09697500322247997,0.26684046029416153,0.16986545707168155,MS-03,TX-26,SC-04,GA-11,VA-06,OH-08,TX-17,IL-18,FL-12,SC-02,TX-12,OR-02,KY-02,MD-01,CA-08,IL-16,SC-01,WI-05,CO-05,NE-01,TN-02,GA-01
CA-24,0.0732323698920088,0.19561862130175645,0.12238625140974764,WA-01,CA-52,CA-09,CA-16,CA-07,IL-08,IL-10,MD-06,CA-03,CA-26,CO-07,FL-09,WA-10,FL-22,IL-11,CT-04,CO-02,TX-15,AZ-09,MO-05,NV-04,NH-02
CA-25,0.170902431960461,0.3469331996220598,0.1760307676615988,KS-03,FL-13,TX-32,FL-27,CA-31,VA-10,NC-09,FL-15,NJ-07,TX-21,CA-49,MI-08,MN-03,NJ-05,CO-06,CA-21,TX-07,CA-10,CA-48,IA-03,NV-03,NJ-11
CA-26,0.08077951472991163,0.18320207422406545,0.10242255949415383,CT-04,CA-52,IL-11,IL-08,CA-16,CA-09,CA-03,AZ-09,MD-06,FL-22,WA-01,CO-02,WA-10,TX-15,CA-24,MO-05,CO-07,CA-36,FL-09,CA-47,CA-41,IL-10
CA-27,0.04300662739625143,0.1905844825792489,0.14757785518299746,CA-53,CA-38,MD-08,MD-03,TX-35,NJ-12,CA-41,IL-09,MD-05,CA-47,OH-03,NV-01,WI-02,RI-01,MD-02,IL-05,MN-04,WA-02,MI-12,FL-05,MA-03,NJ-01
CA-28,0.063279420035269,0.22494703890582782,0.1616676188705588,CA-05,TX-33,OR-03,GA-04,WI-04,CA-20,TX-09,TX-30,CA-15,NJ-08,CA-14,CA-19,MD-07,CA-06,SC-06,MO-01,TX-18,CA-02,MD-04,TN-09,MI-14,FL-20
